n_ot,producto_id,descripcion,cantidad,anio,mes,km,tipo_ot_desc,c_repuesto,descripcion_repuesto,marca_repuesto
10000517,01001-03007,Arandela De Tapon De Carter,1.0,2025,2,86365,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000517,SIN_CODIGO,Jgo. De Balancines,1.0,2025,2,86365,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000519,01001-03007,Arandela De Tapon De Carter,1.0,2025,2,74250,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000542,01001-01032,Aceite De Motor Sae 5w-30,6.0,2025,2,186593,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000535,SIN_CODIGO,Filtro De Aire De Motor,1.0,2025,2,50344,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000546,SIN_CODIGO,Neumatico 195/65 R15,1.0,2025,2,148827,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000546,MC,Material Consumible,1.0,2025,2,148827,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000497,01001-01016,Aceite De Motor  5w40,5.0,2025,1,58998,Reparación / Servicio,01001-01016,REPUESTO FALTANTE,SIN MARCA
10000497,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,1,58998,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000506,SIN_CODIGO,Templador Puerta De Piloto,1.0,2025,1,63779,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000550,SIN_CODIGO,Filtro De Caja,1.0,2025,3,134943,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000550,01001-03014,Empaque De Valvula Vtec,1.0,2025,3,134943,Reparación / Servicio,01001-03014,REPUESTO FALTANTE,SIN MARCA
10000555,SIN_CODIGO,Juego De Embrague,1.0,2025,3,105451,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000553,SIN_CODIGO,Bombines De Freno Posteriores (der. E Izq.),1.0,2025,3,110485,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000553,SIN_CODIGO,Jgo. De Bujias,1.0,2025,3,110485,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000580,01001-03100,Bujia De Iridium,4.0,2025,3,70955,Reparación / Servicio,01001-03100,REPUESTO FALTANTE,SIN MARCA
10000548,MC,Material Consumible,1.0,2025,3,112165,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000573,MC,Material Consumible,1.0,2025,3,57874,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000590,01001-06086,Filtro De Aceite,1.0,2025,3,94895,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000554,SIN_CODIGO,Filtro De Aire,1.0,2025,3,66684,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000555,SIN_CODIGO,Soporte De Motor,1.0,2025,3,105451,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000567,MC,Material Consumible,1.0,2025,3,84303,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000553,01001-01002,Aceite De Motor 10w30,5.0,2025,3,110485,Reparación / Servicio,01001-01002,REPUESTO FALTANTE,SIN MARCA
10000550,01001-06086,Filtro De Aceite,1.0,2025,3,134943,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000564,MC,Material Consumible,1.0,2025,3,49975,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000592,01001-02053,Foco 1 Cont. Base Metal. 12v,1.0,2025,3,122242,Reparación / Servicio,01001-02053,REPUESTO FALTANTE,SIN MARCA
10000557,01001-03113,Bomba De Agua,1.0,2025,3,214200,Reparación / Servicio,01001-03113,REPUESTO FALTANTE,SIN MARCA
10000633,01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,1.0,2025,4,144740,Reparación / Servicio,01001-04008,REPUESTO FALTANTE,SIN MARCA
10000598,SIN_CODIGO,Filtro De Aceite,1.0,2025,4,63383,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000600,01001-02010,Foco Lagrimon 02 Cont.,1.0,2025,4,85899,Reparación / Servicio,01001-02010,REPUESTO FALTANTE,SIN MARCA
10000627,MC,Material Consumible,1.0,2025,4,152726,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000600,01001-01003,Refrigerante,1.0,2025,4,85899,Reparación / Servicio,01001-01003,REPUESTO FALTANTE,SIN MARCA
10000626,SIN_CODIGO,Bujias,4.0,2025,4,101115,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000619,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,4,39225,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000619,SIN_CODIGO,Soporte Derecho De Motor,1.0,2025,4,39225,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000617,MC,Material Consumible,1.0,2025,4,34927,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000638,01001-03007,Arandela De Tapon De Carter,1.0,2025,4,59286,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000627,SIN_CODIGO,Reten De Eje Propulsor De Caja De Cambios,1.0,2025,4,152726,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000627,SIN_CODIGO,Sello De Turbina,1.0,2025,4,152726,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000639,01001-03007,Arandela De Tapon De Carter,1.0,2025,4,24915,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000639,MC,Material Consumible,1.0,2025,4,24915,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000675,MC,Material Consumible,1.0,2025,5,140434,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000650,SIN_CODIGO,Faja Acc Poly V,1.0,2025,5,178809,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000675,SIN_CODIGO,Soporte Motor Delantero,1.0,2025,5,140434,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000650,SIN_CODIGO,Aditivo Ceratec,1.0,2025,5,178809,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000647,SIN_CODIGO,Catalizador (compatible),1.0,2025,5,172415,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000657,MC,Material Consumible,1.0,2025,5,87928,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000659,01001-06086,Filtro De Aceite,1.0,2025,5,21233,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000659,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,5,21233,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000667,01001-01005,Aceite De D/h,4.0,2025,5,137491,Reparación / Servicio,01001-01005,REPUESTO FALTANTE,SIN MARCA
10000683,01001-02008,Foco Lagrima Chico W5w 12v 5w,2.0,2025,5,97660,Reparación / Servicio,01001-02008,REPUESTO FALTANTE,SIN MARCA
10000656,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,5,72115,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000664,01001-01032,Aceite De Motor Sae 5w-30,5.0,2025,5,40670,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000664,MC,Material Consumible,1.0,2025,5,40670,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000663,01001-02056,Foco Iodo Hb4 12v 51w,1.0,2025,5,105779,Reparación / Servicio,01001-02056,REPUESTO FALTANTE,SIN MARCA
10000684,01001-02008,Foco Lagrima Chico W5w 12v 5w,2.0,2025,5,143357,Reparación / Servicio,01001-02008,REPUESTO FALTANTE,SIN MARCA
10000642,01001-01001,Aceite De Motor 5w30,6.0,2025,4,70000,Reparación / Servicio,01001-01001,REPUESTO FALTANTE,SIN MARCA
10000661,SIN_CODIGO,Filtro Aceite,1.0,2025,5,10885,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000699,SIN_CODIGO,Foco D3s 35w Phillips,1.0,2025,6,113861,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000742,01001-06027,Filtro De Aire,1.0,2025,7,75472,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000694,01001-01008,Aceite De Motor 10w40,5.0,2025,6,126825,Reparación / Servicio,01001-01008,REPUESTO FALTANTE,SIN MARCA
10000694,01001-03007,Arandela De Tapon De Carter,1.0,2025,6,126825,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000696,01001-06027,Filtro De Aire,1.0,2025,6,62924,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000690,MC,Material Consumible,1.0,2025,5,179000,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000723,01001-01032,Aceite De Motor Sae 5w-30,6.0,2025,6,111459,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000723,01001-06028,Filtro De Cabina A/c,1.0,2025,6,111459,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000719,SIN_CODIGO,Bateria 2025 Para Telemando,1.0,2025,6,74983,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000734,01001-06086,Filtro De Aceite,1.0,2025,6,42250,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000703,SIN_CODIGO,Rele De Carga,1.0,2025,6,152349,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000717,01001-03007,Arandela De Tapon De Carter,1.0,2025,6,116651,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000717,SIN_CODIGO,Filtro Combustible,1.0,2025,6,116651,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000722,01001-01017,Refrigerante G12,1.0,2025,6,48323,Reparación / Servicio,01001-01017,REPUESTO FALTANTE,SIN MARCA
10000708,SIN_CODIGO,Sensor De Ciguenal,1.0,2025,6,106294,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000703,01001-03007,Arandela De Tapon De Carter,1.0,2025,6,152349,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000803,01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,1.0,2025,8,36446,Reparación / Servicio,01001-01501,REPUESTO FALTANTE,SIN MARCA
10000803,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,8,36446,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000807,01001-01026,Refrigerante,2.0,2025,8,82324,Reparación / Servicio,01001-01026,REPUESTO FALTANTE,SIN MARCA
10000757,01001-01502,Grasa De Palier,2.0,2025,7,158382,Reparación / Servicio,01001-01502,REPUESTO FALTANTE,SIN MARCA
10000763,SIN_CODIGO,Anti-chirridos Para Frenos,2.0,2025,7,76540,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000706,SIN_CODIGO,Switch Freno ( Smp ),1.0,2025,6,108311,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000777,01001-06027,Filtro De Aire,1.0,2025,7,89454,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000777,01001-06028,Filtro De Cabina A/c,1.0,2025,7,89454,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10000759,SIN_CODIGO,Cadena De Distribucion,1.0,2025,7,139273,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000759,SIN_CODIGO,Guia De Cadena,1.0,2025,7,139273,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000794,MC,Material Consumible,1.0,2025,8,22138,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000760,01001-04002,Poncho De Palier Ext.,2.0,2025,7,251370,Reparación / Servicio,01001-04002,REPUESTO FALTANTE,SIN MARCA
10000761,SIN_CODIGO,Bieletas Delanteras,2.0,2025,7,48145,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000761,SIN_CODIGO,Amortiguadores Delanteros,2.0,2025,7,48145,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000771,01001-06027,Filtro De Aire,1.0,2025,7,99857,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000771,SIN_CODIGO,Amortiguadores Posteriores (prt),1.0,2025,7,99857,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000915,01001-02004,Bateria Quickstart - Smf-56219,1.0,2025,10,70831,Reparación / Servicio,01001-02004,REPUESTO FALTANTE,SIN MARCA
10001011,SIN_CODIGO,Puntas De Palier,2.0,2026,1,109330,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001011,01001-04008,Abrazadera Grande Poncho De Palier 45-120 Mm,2.0,2026,1,109330,Reparación / Servicio,01001-04008,REPUESTO FALTANTE,SIN MARCA
10001011,SIN_CODIGO,Templador De Faja De Accesorios,1.0,2026,1,109330,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001020,01001-03008,Tapon De Carter,1.0,2026,1,191662,Reparación / Servicio,01001-03008,REPUESTO FALTANTE,SIN MARCA
10001136,MC,Material Consumible,1.0,2026,3,95092,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001143,SIN_CODIGO,02 Llaves Telemandos + Llaves Mec,1.0,2026,3,45515,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001001,01001-01037,Aceite De Motor 5w30 C2/c3,5.0,2026,1,33539,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10001037,01001-06106,Filtro De Aire,1.0,2026,1,129464,Reparación / Servicio,01001-06106,REPUESTO FALTANTE,SIN MARCA
10001142,SIN_CODIGO,Jgo. De Bujias,1.0,2026,3,74155,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001142,MC,Material Consumible,1.0,2026,3,74155,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001187,01001-01037,Aceite De Motor 5w30 C2/c3,5.0,2026,4,109646,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10001100,01001-03007,Arandela De Tapon De Carter,1.0,2026,2,185539,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001100,01001-06086,Filtro De Aceite,1.0,2026,2,185539,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10001213,01001-01037,Aceite De Motor 5w30 C2/c3,5.0,2026,4,154284,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10001213,01001-03007,Arandela De Tapon De Carter,1.0,2026,4,154284,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001215,SIN_CODIGO,Insumos,1.0,2026,4,374377,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001215,SIN_CODIGO,Refrigerante,1.0,2026,4,374377,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001225,MC,Material Consumible,1.0,2026,4,32475,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001217,SIN_CODIGO,Oring Para Aceite De Alta Temperatura,2.0,2026,4,70827,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001130,SIN_CODIGO,Octane Booster,1.0,2026,3,132353,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001123,01001-01007,Aceite De Bomba Dual (dpsf)(08200-9007a),2.0,2026,3,103119,Reparación / Servicio,01001-01007,REPUESTO FALTANTE,SIN MARCA
10001163,01001-01501,Kit De Limpieza Sistema Gasolina E Inyectores,1.0,2026,3,41904,Reparación / Servicio,01001-01501,REPUESTO FALTANTE,SIN MARCA
10001235,01001-21039,Aditivo Sellador Para Radiador,1.0,2026,4,89113,Reparación / Servicio,01001-21039,REPUESTO FALTANTE,SIN MARCA
10001202,MC,Material Consumible,1.0,2026,4,91570,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001260,01001-03007,Arandela De Tapon De Carter,1.0,2026,5,82964,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10001273,01001-06028,Filtro De Cabina A/c,1.0,2026,5,27066,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10001241,01001-02008,Foco Lagrima Chico W5w 12v 5w,2.0,2026,5,37947,Reparación / Servicio,01001-02008,REPUESTO FALTANTE,SIN MARCA
10001257,01001-04002,Poncho De Palier Ext.,1.0,2026,5,126994,Reparación / Servicio,01001-04002,REPUESTO FALTANTE,SIN MARCA
10001003,SIN_CODIGO,Hoja De Muelle,1.0,2026,1,105740,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000824,SIN_CODIGO,Rejillas De Parach.,1.0,2025,8,80611,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000998,01001-03135,Anillo De Base,1.0,2026,1,48153,Reparación / Servicio,01001-03135,REPUESTO FALTANTE,SIN MARCA
10001021,MC,Material Consumible,1.0,2026,1,44550,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001270,SIN_CODIGO,Reten De Palier Lh,1.0,2026,5,71039,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000839,SIN_CODIGO,Jgo De Retenes De Valvulas,1.0,2025,9,134340,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000989,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,12,16263,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001089,SIN_CODIGO,Soporte De Motor,1.0,2026,2,95246,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001114,01001-06027,Filtro De Aire,1.0,2026,2,64177,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10000812,01001-02059,Foco Iodo H-4 12v 60/55w,1.0,2025,8,100215,Reparación / Servicio,01001-02059,REPUESTO FALTANTE,SIN MARCA
10000812,SIN_CODIGO,Fusible 15 Apm.,2.0,2025,8,100215,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000822,SIN_CODIGO,Kit De Empaque De Tapa De Balancines,1.0,2025,8,75895,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000888,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,10,80218,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000934,SIN_CODIGO,Bujias,4.0,2025,11,82390,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000943,01001-09029,"""plumilla 26"""" Hibrida""",1.0,2025,11,61372,Reparación / Servicio,01001-09029,REPUESTO FALTANTE,SIN MARCA
10000945,01001-25009,Bateria Bosch - 105d-26l,1.0,2025,11,81167,Reparación / Servicio,01001-25009,REPUESTO FALTANTE,SIN MARCA
10000827,MC,Material Consumible,1.0,2025,9,55960,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000916,01001-03007,Arandela De Tapon De Carter,1.0,2025,10,95647,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000847,01001-06086,Filtro De Aceite,1.0,2025,9,20763,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000847,MC,Material Consumible,1.0,2025,9,20763,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000852,01001-01032,Aceite De Motor Sae 5w-30,5.0,2025,9,125661,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10000925,01001-06079,Filtro De Aire,1.0,2025,11,66657,Reparación / Servicio,01001-06079,REPUESTO FALTANTE,SIN MARCA
10000830,01001-01013,Refrigerante Rosado,1.0,2025,9,98803,Reparación / Servicio,01001-01013,REPUESTO FALTANTE,SIN MARCA
10001019,SIN_CODIGO,Insumos,1.0,2026,1,61216,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001252,SIN_CODIGO,Pitones,2.0,2026,5,77123,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001246,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,5,94982,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001263,01001-06014,Filtro De Aceite,1.0,2026,5,51089,Reparación / Servicio,01001-06014,REPUESTO FALTANTE,SIN MARCA
10001263,01001-06028,Filtro De Cabina A/c,1.0,2026,5,51089,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10001246,01001-02015,Bateria Bosch - 75b-24ls (58d-51r),1.0,2026,5,94982,Reparación / Servicio,01001-02015,REPUESTO FALTANTE,SIN MARCA
10000984,01001-06069,Filtro De Cabina A/c (santa Fe),1.0,2025,12,151723,Reparación / Servicio,01001-06069,REPUESTO FALTANTE,SIN MARCA
10001004,01001-06096,Filtro De Aire,1.0,2026,1,91044,Reparación / Servicio,01001-06096,REPUESTO FALTANTE,SIN MARCA
10000980,SIN_CODIGO,Bomba De Agua,1.0,2025,12,179730,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000983,01001-21013,Silicona Neutra Gris Y Negra Alta Temp. 85 Gr.,4.0,2025,12,102330,Reparación / Servicio,01001-21013,REPUESTO FALTANTE,SIN MARCA
10001190,MC,Material Consumible,1.0,2026,4,134932,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001192,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2026,4,148362,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001219,01001-01032,Aceite De Motor Sae 5w-30,6.0,2026,4,88383,Reparación / Servicio,01001-01032,REPUESTO FALTANTE,SIN MARCA
10001230,SIN_CODIGO,Conector De Foco,1.0,2026,4,171324,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001207,01001-01037,Aceite De Motor 5w30 C2/c3,6.0,2026,4,20275,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10001207,01001-06014,Filtro De Aceite,1.0,2026,4,20275,Reparación / Servicio,01001-06014,REPUESTO FALTANTE,SIN MARCA
10001020,01001-03008,Tapon De Carter,1.0,2026,1,191662,Reparación / Servicio,01001-03008,REPUESTO FALTANTE,SIN MARCA
10001249,01001-06027,Filtro De Aire,1.0,2026,5,116532,Reparación / Servicio,01001-06027,REPUESTO FALTANTE,SIN MARCA
10001259,01001-21013,Silicona Neutra Gris Y Negra Alta Temp. 85 Gr.,1.0,2026,5,320076,Reparación / Servicio,01001-21013,REPUESTO FALTANTE,SIN MARCA
10001259,SIN_CODIGO,Soportes De Motor Y Caja,3.0,2026,5,320076,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001047,01001-01037,Aceite De Motor 5w30 C2/c3,5.0,2026,1,95660,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10000830,SIN_CODIGO,Aditivo Limpiador De Gasolina,1.0,2025,9,98803,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000834,MC,Material Consumible,1.0,2025,9,219958,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000837,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,9,114259,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10001218,01001-06086,Filtro De Aceite,1.0,2026,4,88316,Reparación / Servicio,01001-06086,REPUESTO FALTANTE,SIN MARCA
10000978,01001-01004,Shampoo Limpiaparabrisas Wurth 32ml.,1.0,2025,12,95649,Reparación / Servicio,01001-01004,REPUESTO FALTANTE,SIN MARCA
10000991,SIN_CODIGO,Soporte Posterior,1.0,2025,12,137348,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000996,01001-01035,Aceite De Caja Cvt,4.0,2025,12,65115,Reparación / Servicio,01001-01035,REPUESTO FALTANTE,SIN MARCA
10000861,SIN_CODIGO,Filtro De Aceite De Motor,1.0,2025,9,6986,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10001052,01001-01037,Aceite De Motor 5w30 C2/c3,5.0,2026,1,64815,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10001061,SIN_CODIGO,Portacarbon De Alternador,1.0,2026,2,159323,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000870,01001-06109,Bujias,4.0,2025,10,123503,Reparación / Servicio,01001-06109,REPUESTO FALTANTE,SIN MARCA
10000907,01001-01016,Aceite De Motor  5w40,5.0,2025,10,135451,Reparación / Servicio,01001-01016,REPUESTO FALTANTE,SIN MARCA
10001108,01001-06028,Filtro De Cabina A/c,1.0,2026,2,111290,Reparación / Servicio,01001-06028,REPUESTO FALTANTE,SIN MARCA
10001110,MC,Material Consumible,1.0,2026,2,78332,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10000950,01001-01037,Aceite De Motor 5w30 C2/c3,5.0,2025,11,87408,Reparación / Servicio,01001-01037,REPUESTO FALTANTE,SIN MARCA
10000960,MC,Material Consumible,1.0,2025,12,68630,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001117,SIN_CODIGO,Control De Alarma,2.0,2026,2,164966,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000806,01001-06098,Filtro De Aceite,1.0,2025,8,136521,Reparación / Servicio,01001-06098,REPUESTO FALTANTE,SIN MARCA
10000814,01001-03007,Arandela De Tapon De Carter,1.0,2025,8,59848,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000841,SIN_CODIGO,Pila Telemando  Cr2032 3v,2.0,2025,9,51045,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
10000870,01001-03007,Arandela De Tapon De Carter,1.0,2025,10,123503,Reparación / Servicio,01001-03007,REPUESTO FALTANTE,SIN MARCA
10000928,MC,Material Consumible,1.0,2025,11,253127,Reparación / Servicio,MC,REPUESTO FALTANTE,SIN MARCA
10001153,SIN_CODIGO,Soportes De Motor,1.0,2026,3,139283,Reparación / Servicio,SIN_CODIGO,REPUESTO FALTANTE,SIN MARCA
